ObjectType,id,type,full_name,depth,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8
MotionDeviceSystemType,1002,ObjectType,MotionDeviceSystemType,1,,,,,,,,
MotionDeviceSystemType,5001,Object,MotionDeviceSystemType_Controllers,2,Controllers,,,,,,,
MotionDeviceSystemType,5002,Object,MotionDeviceSystemType_MotionDevices,2,MotionDevices,,,,,,,
MotionDeviceSystemType,5010,Object,MotionDeviceSystemType_SafetyStates,2,SafetyStates,,,,,,,
MotionDeviceSystemType,15001,Object,MotionDeviceSystemType_Identification,2,Identification,,,,,,,
MotionDeviceSystemType,15002,Object,MotionDeviceSystemType_ParameterSet,2,ParameterSet,,,,,,,
MotionDeviceSystemType,15003,Variable,MotionDeviceSystemType_ParameterSet_ParameterIdentifier,3,ParameterSet,ParameterIdentifier,,,,,,
MotionDeviceSystemType,15004,Object,MotionDeviceSystemType_MethodSet,2,MethodSet,,,,,,,
MotionDeviceSystemType,15005,Method,MotionDeviceSystemType_MethodSet_MethodIdentifier,3,MethodSet,MethodIdentifier,,,,,,
MotionDeviceSystemType,15006,Object,MotionDeviceSystemType_GroupIdentifier,2,GroupIdentifier,,,,,,,
MotionDeviceSystemType,15007,Variable,MotionDeviceSystemType_GroupIdentifier_UIElement,3,GroupIdentifier,UIElement,,,,,,
MotionDeviceSystemType,15008,Object,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier,3,MotionDevices,MotionDeviceIdentifier,,,,,,
MotionDeviceSystemType,15009,Variable,MotionDeviceSystemType_Identification_UIElement,3,Identification,UIElement,,,,,,
MotionDeviceSystemType,15010,Object,MotionDeviceSystemType_Lock,2,Lock,,,,,,,
MotionDeviceSystemType,15012,Variable,MotionDeviceSystemType_Lock_LockingClient,3,Lock,LockingClient,,,,,,
MotionDeviceSystemType,15013,Variable,MotionDeviceSystemType_Lock_LockingUser,3,Lock,LockingUser,,,,,,
MotionDeviceSystemType,15014,Variable,MotionDeviceSystemType_Lock_RemainingLockTime,3,Lock,RemainingLockTime,,,,,,
MotionDeviceSystemType,15015,Method,MotionDeviceSystemType_Lock_InitLock,3,Lock,InitLock,,,,,,
MotionDeviceSystemType,15016,Variable,MotionDeviceSystemType_Lock_InitLock_InputArguments,4,Lock,InitLock,InputArguments,,,,,
MotionDeviceSystemType,15017,Variable,MotionDeviceSystemType_Lock_InitLock_OutputArguments,4,Lock,InitLock,OutputArguments,,,,,
MotionDeviceSystemType,15018,Method,MotionDeviceSystemType_Lock_RenewLock,3,Lock,RenewLock,,,,,,
MotionDeviceSystemType,15019,Variable,MotionDeviceSystemType_Lock_RenewLock_OutputArguments,4,Lock,RenewLock,OutputArguments,,,,,
MotionDeviceSystemType,15020,Method,MotionDeviceSystemType_Lock_ExitLock,3,Lock,ExitLock,,,,,,
MotionDeviceSystemType,15021,Variable,MotionDeviceSystemType_Lock_ExitLock_OutputArguments,4,Lock,ExitLock,OutputArguments,,,,,
MotionDeviceSystemType,15022,Method,MotionDeviceSystemType_Lock_BreakLock,3,Lock,BreakLock,,,,,,
MotionDeviceSystemType,15023,Variable,MotionDeviceSystemType_Lock_BreakLock_OutputArguments,4,Lock,BreakLock,OutputArguments,,,,,
MotionDeviceSystemType,15024,Object,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_ParameterSet,4,MotionDevices,MotionDeviceIdentifier,ParameterSet,,,,,
MotionDeviceSystemType,15025,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_ParameterSet_ParameterIdentifier,5,MotionDevices,MotionDeviceIdentifier,ParameterSet,ParameterIdentifier,,,,
MotionDeviceSystemType,15026,Object,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_MethodSet,4,MotionDevices,MotionDeviceIdentifier,MethodSet,,,,,
MotionDeviceSystemType,15027,Method,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_MethodSet_MethodIdentifier,5,MotionDevices,MotionDeviceIdentifier,MethodSet,MethodIdentifier,,,,
MotionDeviceSystemType,15028,Object,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Identification,4,MotionDevices,MotionDeviceIdentifier,Identification,,,,,
MotionDeviceSystemType,15029,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Identification_UIElement,5,MotionDevices,MotionDeviceIdentifier,Identification,UIElement,,,,
MotionDeviceSystemType,15030,Object,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Lock,4,MotionDevices,MotionDeviceIdentifier,Lock,,,,,
MotionDeviceSystemType,15031,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad_CenterOfMass_CartesianCoordinates,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,CenterOfMass,CartesianCoordinates,
MotionDeviceSystemType,15032,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Lock_LockingClient,5,MotionDevices,MotionDeviceIdentifier,Lock,LockingClient,,,,
MotionDeviceSystemType,15033,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Lock_LockingUser,5,MotionDevices,MotionDeviceIdentifier,Lock,LockingUser,,,,
MotionDeviceSystemType,15035,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Lock_RemainingLockTime,5,MotionDevices,MotionDeviceIdentifier,Lock,RemainingLockTime,,,,
MotionDeviceSystemType,15036,Method,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Lock_InitLock,5,MotionDevices,MotionDeviceIdentifier,Lock,InitLock,,,,
MotionDeviceSystemType,15037,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Lock_InitLock_InputArguments,6,MotionDevices,MotionDeviceIdentifier,Lock,InitLock,InputArguments,,,
MotionDeviceSystemType,15038,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Lock_InitLock_OutputArguments,6,MotionDevices,MotionDeviceIdentifier,Lock,InitLock,OutputArguments,,,
MotionDeviceSystemType,15039,Method,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Lock_RenewLock,5,MotionDevices,MotionDeviceIdentifier,Lock,RenewLock,,,,
MotionDeviceSystemType,15040,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Lock_RenewLock_OutputArguments,6,MotionDevices,MotionDeviceIdentifier,Lock,RenewLock,OutputArguments,,,
MotionDeviceSystemType,15041,Method,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Lock_ExitLock,5,MotionDevices,MotionDeviceIdentifier,Lock,ExitLock,,,,
MotionDeviceSystemType,15042,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Lock_ExitLock_OutputArguments,6,MotionDevices,MotionDeviceIdentifier,Lock,ExitLock,OutputArguments,,,
MotionDeviceSystemType,15043,Method,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Lock_BreakLock,5,MotionDevices,MotionDeviceIdentifier,Lock,BreakLock,,,,
MotionDeviceSystemType,15044,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Lock_BreakLock_OutputArguments,6,MotionDevices,MotionDeviceIdentifier,Lock,BreakLock,OutputArguments,,,
MotionDeviceSystemType,15045,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Manufacturer,4,MotionDevices,MotionDeviceIdentifier,Manufacturer,,,,,
MotionDeviceSystemType,15046,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_ManufacturerUri,4,MotionDevices,MotionDeviceIdentifier,ManufacturerUri,,,,,
MotionDeviceSystemType,15047,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Model,4,MotionDevices,MotionDeviceIdentifier,Model,,,,,
MotionDeviceSystemType,15048,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_SerialNumber,4,MotionDevices,MotionDeviceIdentifier,SerialNumber,,,,,
MotionDeviceSystemType,15049,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_HardwareRevision,4,MotionDevices,MotionDeviceIdentifier,HardwareRevision,,,,,
MotionDeviceSystemType,15050,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_SoftwareRevision,4,MotionDevices,MotionDeviceIdentifier,SoftwareRevision,,,,,
MotionDeviceSystemType,15051,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_DeviceRevision,4,MotionDevices,MotionDeviceIdentifier,DeviceRevision,,,,,
MotionDeviceSystemType,15052,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_RevisionCounter,4,MotionDevices,MotionDeviceIdentifier,RevisionCounter,,,,,
MotionDeviceSystemType,15053,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_ProductCode,4,MotionDevices,MotionDeviceIdentifier,ProductCode,,,,,
MotionDeviceSystemType,15054,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_DeviceManual,4,MotionDevices,MotionDeviceIdentifier,DeviceManual,,,,,
MotionDeviceSystemType,15055,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_DeviceClass,4,MotionDevices,MotionDeviceIdentifier,DeviceClass,,,,,
MotionDeviceSystemType,15056,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_AssetId,4,MotionDevices,MotionDeviceIdentifier,AssetId,,,,,
MotionDeviceSystemType,15057,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_ComponentName,4,MotionDevices,MotionDeviceIdentifier,ComponentName,,,,,
MotionDeviceSystemType,15058,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_MotionDeviceCategory,4,MotionDevices,MotionDeviceIdentifier,MotionDeviceCategory,,,,,
MotionDeviceSystemType,15059,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_ParameterSet_OnPath,5,MotionDevices,MotionDeviceIdentifier,ParameterSet,OnPath,,,,
MotionDeviceSystemType,15060,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_ParameterSet_InControl,5,MotionDevices,MotionDeviceIdentifier,ParameterSet,InControl,,,,
MotionDeviceSystemType,15061,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_ParameterSet_SpeedOverride,5,MotionDevices,MotionDeviceIdentifier,ParameterSet,SpeedOverride,,,,
MotionDeviceSystemType,15062,Object,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes,4,MotionDevices,MotionDeviceIdentifier,Axes,,,,,
MotionDeviceSystemType,15063,Object,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier,5,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,,,,
MotionDeviceSystemType,15065,Object,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ParameterSet,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ParameterSet,,,
MotionDeviceSystemType,15066,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ParameterSet_ParameterIdentifier,7,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ParameterSet,ParameterIdentifier,,
MotionDeviceSystemType,15067,Object,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_MethodSet,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,MethodSet,,,
MotionDeviceSystemType,15068,Method,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_MethodSet_MethodIdentifier,7,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,MethodSet,MethodIdentifier,,
MotionDeviceSystemType,15069,Object,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_Identification,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,Identification,,,
MotionDeviceSystemType,15070,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_Identification_UIElement,7,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,Identification,UIElement,,
MotionDeviceSystemType,15071,Object,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_Lock,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,Lock,,,
MotionDeviceSystemType,15072,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad_CenterOfMass_CartesianCoordinates_LengthUnit,9,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,CenterOfMass,CartesianCoordinates,LengthUnit
MotionDeviceSystemType,15073,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_Lock_LockingClient,7,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,Lock,LockingClient,,
MotionDeviceSystemType,15074,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_Lock_LockingUser,7,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,Lock,LockingUser,,
MotionDeviceSystemType,15075,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_Lock_RemainingLockTime,7,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,Lock,RemainingLockTime,,
MotionDeviceSystemType,15076,Method,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_Lock_InitLock,7,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,Lock,InitLock,,
MotionDeviceSystemType,15077,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_Lock_InitLock_InputArguments,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,Lock,InitLock,InputArguments,
MotionDeviceSystemType,15078,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_Lock_InitLock_OutputArguments,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,Lock,InitLock,OutputArguments,
MotionDeviceSystemType,15079,Method,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_Lock_RenewLock,7,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,Lock,RenewLock,,
MotionDeviceSystemType,15080,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_Lock_RenewLock_OutputArguments,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,Lock,RenewLock,OutputArguments,
MotionDeviceSystemType,15081,Method,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_Lock_ExitLock,7,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,Lock,ExitLock,,
MotionDeviceSystemType,15082,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_Lock_ExitLock_OutputArguments,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,Lock,ExitLock,OutputArguments,
MotionDeviceSystemType,15083,Method,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_Lock_BreakLock,7,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,Lock,BreakLock,,
MotionDeviceSystemType,15084,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_Lock_BreakLock_OutputArguments,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,Lock,BreakLock,OutputArguments,
MotionDeviceSystemType,15085,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_Manufacturer,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,Manufacturer,,,
MotionDeviceSystemType,15086,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ManufacturerUri,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ManufacturerUri,,,
MotionDeviceSystemType,15087,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_Model,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,Model,,,
MotionDeviceSystemType,15088,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_SerialNumber,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,SerialNumber,,,
MotionDeviceSystemType,15089,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_HardwareRevision,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,HardwareRevision,,,
MotionDeviceSystemType,15090,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_SoftwareRevision,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,SoftwareRevision,,,
MotionDeviceSystemType,15092,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_DeviceRevision,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,DeviceRevision,,,
MotionDeviceSystemType,15093,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_RevisionCounter,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,RevisionCounter,,,
MotionDeviceSystemType,15094,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ProductCode,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ProductCode,,,
MotionDeviceSystemType,15095,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_DeviceManual,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,DeviceManual,,,
MotionDeviceSystemType,15096,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_DeviceClass,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,DeviceClass,,,
MotionDeviceSystemType,15097,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AssetId,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AssetId,,,
MotionDeviceSystemType,15098,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ComponentName,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ComponentName,,,
MotionDeviceSystemType,15099,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_MotionProfile,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,MotionProfile,,,
MotionDeviceSystemType,15100,Object,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad,6,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,,,
MotionDeviceSystemType,15101,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad_Mass,7,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,Mass,,
MotionDeviceSystemType,15102,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad_Mass_Definition,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,Mass,Definition,
MotionDeviceSystemType,15103,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad_Mass_ValuePrecision,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,Mass,ValuePrecision,
MotionDeviceSystemType,15104,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad_Mass_InstrumentRange,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,Mass,InstrumentRange,
MotionDeviceSystemType,15105,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad_Mass_EURange,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,Mass,EURange,
MotionDeviceSystemType,15127,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad_Mass_EngineeringUnits,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,Mass,EngineeringUnits,
MotionDeviceSystemType,15128,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad_CenterOfMass,7,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,CenterOfMass,,
MotionDeviceSystemType,15142,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad_CenterOfMass_Constant,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,CenterOfMass,Constant,
MotionDeviceSystemType,15158,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad_CenterOfMass_BaseFrame,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,CenterOfMass,BaseFrame,
MotionDeviceSystemType,15159,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad_CenterOfMass_FixedBase,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,CenterOfMass,FixedBase,
MotionDeviceSystemType,15160,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad_Inertia,7,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,Inertia,,
MotionDeviceSystemType,15161,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad_Inertia_X,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,Inertia,X,
MotionDeviceSystemType,15162,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad_Inertia_Y,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,Inertia,Y,
MotionDeviceSystemType,15163,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad_Inertia_Z,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,Inertia,Z,
MotionDeviceSystemType,15164,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_AdditionalLoad_Inertia_VectorUnit,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,AdditionalLoad,Inertia,VectorUnit,
MotionDeviceSystemType,15186,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ParameterSet_ActualPosition,7,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ParameterSet,ActualPosition,,
MotionDeviceSystemType,15187,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ParameterSet_ActualPosition_Definition,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ParameterSet,ActualPosition,Definition,
MotionDeviceSystemType,15188,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ParameterSet_ActualPosition_ValuePrecision,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ParameterSet,ActualPosition,ValuePrecision,
MotionDeviceSystemType,15189,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ParameterSet_ActualPosition_InstrumentRange,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ParameterSet,ActualPosition,InstrumentRange,
MotionDeviceSystemType,15190,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ParameterSet_ActualPosition_EURange,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ParameterSet,ActualPosition,EURange,
MotionDeviceSystemType,15191,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ParameterSet_ActualPosition_EngineeringUnits,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ParameterSet,ActualPosition,EngineeringUnits,
MotionDeviceSystemType,15192,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ParameterSet_ActualSpeed,7,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ParameterSet,ActualSpeed,,
MotionDeviceSystemType,15193,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ParameterSet_ActualSpeed_Definition,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ParameterSet,ActualSpeed,Definition,
MotionDeviceSystemType,15195,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ParameterSet_ActualSpeed_ValuePrecision,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ParameterSet,ActualSpeed,ValuePrecision,
MotionDeviceSystemType,15197,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ParameterSet_ActualSpeed_InstrumentRange,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ParameterSet,ActualSpeed,InstrumentRange,
MotionDeviceSystemType,15199,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ParameterSet_ActualSpeed_EURange,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ParameterSet,ActualSpeed,EURange,
MotionDeviceSystemType,15201,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ParameterSet_ActualSpeed_EngineeringUnits,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ParameterSet,ActualSpeed,EngineeringUnits,
MotionDeviceSystemType,15202,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ParameterSet_ActualAcceleration,7,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ParameterSet,ActualAcceleration,,
MotionDeviceSystemType,15203,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ParameterSet_ActualAcceleration_Definition,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ParameterSet,ActualAcceleration,Definition,
MotionDeviceSystemType,15204,Variable,MotionDeviceSystemType_MotionDevices_MotionDeviceIdentifier_Axes_AxisIdentifier_ParameterSet_ActualAcceleration_ValuePrecision,8,MotionDevices,MotionDeviceIdentifier,Axes,AxisIdentifier,ParameterSet,ActualAcceleration,ValuePrecision,
